INFO 2024-08-11 09:25:50,540 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-11 09:25:51,795 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\widgets.py first seen with mtime 1722069295.0462022
DEBUG 2024-08-11 09:25:51,796 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\subprocess.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,796 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\mixins.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,797 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_adapters.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,797 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\gettext.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,798 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,798 autoreload File D:\documents\.venv\Lib\site-packages\requests\exceptions.py first seen with mtime 1719886069.5725026
DEBUG 2024-08-11 09:25:51,799 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\user\views.py first seen with mtime 1722913402.6166835
DEBUG 2024-08-11 09:25:51,800 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1722069294.8683698
DEBUG 2024-08-11 09:25:51,801 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,801 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,802 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\model_checks.py first seen with mtime 1722069294.8670413
DEBUG 2024-08-11 09:25:51,802 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\_parseaddr.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,803 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\_os.py first seen with mtime 1722069295.1726747
DEBUG 2024-08-11 09:25:51,803 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\itercompat.py first seen with mtime 1722069295.1924305
DEBUG 2024-08-11 09:25:51,803 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\subprocess.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,805 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\unittest\runner.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,806 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\__init__.py first seen with mtime 1717723186.9783258
DEBUG 2024-08-11 09:25:51,806 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\inspect.py first seen with mtime 1722069295.191433
DEBUG 2024-08-11 09:25:51,807 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\ipaddress.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,807 autoreload File D:\documents\.venv\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1722069295.1514108
DEBUG 2024-08-11 09:25:51,808 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\views\__init__.py first seen with mtime 1722069292.6188865
DEBUG 2024-08-11 09:25:51,809 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\http\cookies.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,809 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,810 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\media_social\apps.py first seen with mtime 1719452531.7243283
DEBUG 2024-08-11 09:25:51,810 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\cart\apps.py first seen with mtime 1719452391.5642295
DEBUG 2024-08-11 09:25:51,811 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1707232252.0
DEBUG 2024-08-11 09:25:51,812 autoreload File D:\documents\.venv\Lib\site-packages\django\core\exceptions.py first seen with mtime 1722069294.848859
DEBUG 2024-08-11 09:25:51,812 autoreload File D:\documents\.venv\Lib\site-packages\jwt\api_jwt.py first seen with mtime 1722561370.318674
DEBUG 2024-08-11 09:25:51,813 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\lzma.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,813 autoreload File D:\documents\.venv\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1722069294.8877125
DEBUG 2024-08-11 09:25:51,814 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\validators.py first seen with mtime 1719886076.639576
DEBUG 2024-08-11 09:25:51,814 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\proxy.py first seen with mtime 1717723186.9803362
DEBUG 2024-08-11 09:25:51,815 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\mime\text.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,815 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,816 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\mysql\schema.py first seen with mtime 1722069294.9518363
DEBUG 2024-08-11 09:25:51,816 autoreload File D:\documents\.venv\Lib\site-packages\jwt\jwks_client.py first seen with mtime 1722561370.3206718
DEBUG 2024-08-11 09:25:51,816 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1722069293.0382328
DEBUG 2024-08-11 09:25:51,817 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1722069295.2004602
DEBUG 2024-08-11 09:25:51,817 autoreload File D:\documents\.venv\Lib\site-packages\psycopg2\_range.py first seen with mtime 1717723196.6008568
DEBUG 2024-08-11 09:25:51,817 autoreload File D:\documents\.venv\Lib\site-packages\django\db\__init__.py first seen with mtime 1722069294.9317093
DEBUG 2024-08-11 09:25:51,819 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\lookups.py first seen with mtime 1722069295.006621
DEBUG 2024-08-11 09:25:51,819 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\secrets.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,820 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\shipment\__init__.py first seen with mtime 1719452416.6063895
DEBUG 2024-08-11 09:25:51,821 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1722069294.934979
DEBUG 2024-08-11 09:25:51,822 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\product\apps.py first seen with mtime 1719452431.6495843
DEBUG 2024-08-11 09:25:51,822 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1719886046.106714
DEBUG 2024-08-11 09:25:51,824 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\ddl_references.py first seen with mtime 1722069294.9337928
DEBUG 2024-08-11 09:25:51,824 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\_queue.pyd first seen with mtime 1707232250.0
DEBUG 2024-08-11 09:25:51,824 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\search.py first seen with mtime 1722069294.048095
DEBUG 2024-08-11 09:25:51,825 autoreload File D:\documents\.venv\Lib\site-packages\django\db\transaction.py first seen with mtime 1722069294.9317093
DEBUG 2024-08-11 09:25:51,826 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\notification\apps.py first seen with mtime 1719453429.9417758
DEBUG 2024-08-11 09:25:51,826 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1719886046.106714
DEBUG 2024-08-11 09:25:51,826 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\checks.py first seen with mtime 1719886076.601205
DEBUG 2024-08-11 09:25:51,827 autoreload File D:\documents\.venv\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1722069295.12377
DEBUG 2024-08-11 09:25:51,828 autoreload File D:\documents\.venv\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1722069294.870773
DEBUG 2024-08-11 09:25:51,828 autoreload File D:\documents\.venv\Lib\site-packages\charset_normalizer\cd.py first seen with mtime 1717723197.3113756
DEBUG 2024-08-11 09:25:51,829 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\humanize\templatetags\humanize.py first seen with mtime 1722069294.0319846
DEBUG 2024-08-11 09:25:51,829 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\fields\citext.py first seen with mtime 1722069294.057707
DEBUG 2024-08-11 09:25:51,830 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\duration.py first seen with mtime 1722069295.1837025
DEBUG 2024-08-11 09:25:51,830 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\configparser.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,831 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\text.py first seen with mtime 1722069295.2015336
DEBUG 2024-08-11 09:25:51,831 autoreload File D:\documents\.venv\Lib\site-packages\requests\api.py first seen with mtime 1719886069.5674574
DEBUG 2024-08-11 09:25:51,832 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\mysql\client.py first seen with mtime 1722069294.9478476
DEBUG 2024-08-11 09:25:51,832 autoreload File D:\documents\.venv\Lib\site-packages\django\test\signals.py first seen with mtime 1722069295.161919
DEBUG 2024-08-11 09:25:51,833 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\settings.py first seen with mtime 1719886076.6329918
DEBUG 2024-08-11 09:25:51,834 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1719886046.10772
DEBUG 2024-08-11 09:25:51,834 autoreload File D:\documents\.venv\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1722069294.891445
DEBUG 2024-08-11 09:25:51,834 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1722069295.1924305
DEBUG 2024-08-11 09:25:51,835 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\catalog_media\models.py first seen with mtime 1719452620.343916
DEBUG 2024-08-11 09:25:51,836 autoreload File D:\documents\.venv\Lib\site-packages\charset_normalizer\version.py first seen with mtime 1717723197.3230186
DEBUG 2024-08-11 09:25:51,837 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\__init__.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,837 autoreload File D:\documents\.venv\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1722069294.9952137
DEBUG 2024-08-11 09:25:51,837 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,838 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\xml\dom\xmlbuilder.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,840 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1707232252.0
DEBUG 2024-08-11 09:25:51,840 autoreload File D:\documents\.venv\Lib\site-packages\django\test\__init__.py first seen with mtime 1722069295.1579409
DEBUG 2024-08-11 09:25:51,841 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\util\response.py first seen with mtime 1717723186.9823043
DEBUG 2024-08-11 09:25:51,841 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\renderers.py first seen with mtime 1722069295.0447078
DEBUG 2024-08-11 09:25:51,842 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1719886046.1047194
DEBUG 2024-08-11 09:25:51,842 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\linecache.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,842 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\textwrap.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,843 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\query.py first seen with mtime 1722069295.0108495
DEBUG 2024-08-11 09:25:51,843 autoreload File D:\documents\.venv\Lib\site-packages\pymysql\constants\FIELD_TYPE.py first seen with mtime 1717723194.2686193
DEBUG 2024-08-11 09:25:51,845 autoreload File D:\documents\.venv\Lib\site-packages\pymysql\connections.py first seen with mtime 1717723194.2493534
DEBUG 2024-08-11 09:25:51,845 autoreload File D:\documents\.venv\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1719886046.1228764
DEBUG 2024-08-11 09:25:51,845 autoreload File D:\documents\.venv\Lib\site-packages\pymysql\constants\COMMAND.py first seen with mtime 1717723194.2633164
DEBUG 2024-08-11 09:25:51,846 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\utils\serializer_helpers.py first seen with mtime 1719886077.3565886
DEBUG 2024-08-11 09:25:51,847 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\options.py first seen with mtime 1722069295.0082996
DEBUG 2024-08-11 09:25:51,847 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_common.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,848 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_utils.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,848 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\forms\__init__.py first seen with mtime 1722069294.061122
DEBUG 2024-08-11 09:25:51,849 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\catalog_media\templatetags\__init__.py first seen with mtime 1720063500.508903
DEBUG 2024-08-11 09:25:51,850 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\DLLs\select.pyd first seen with mtime 1707232252.0
DEBUG 2024-08-11 09:25:51,850 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\models.py first seen with mtime 1722069292.8378334
DEBUG 2024-08-11 09:25:51,850 autoreload File D:\documents\.venv\Lib\site-packages\django\apps\config.py first seen with mtime 1722069291.5076485
DEBUG 2024-08-11 09:25:51,851 autoreload File D:\documents\.venv\Lib\site-packages\pymysql\protocol.py first seen with mtime 1717723194.2583296
DEBUG 2024-08-11 09:25:51,851 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\core\templatetags\banner_tag.py first seen with mtime 1722593468.8687665
DEBUG 2024-08-11 09:25:51,852 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\fnmatch.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,852 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1722069292.6188865
DEBUG 2024-08-11 09:25:51,853 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\notification\__init__.py first seen with mtime 1719453429.9427712
DEBUG 2024-08-11 09:25:51,854 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1722069291.935125
DEBUG 2024-08-11 09:25:51,854 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1722069294.3922465
DEBUG 2024-08-11 09:25:51,855 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\apps.py first seen with mtime 1722069292.8292623
DEBUG 2024-08-11 09:25:51,856 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1722069291.938862
DEBUG 2024-08-11 09:25:51,856 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\mysql\operations.py first seen with mtime 1722069294.9508393
DEBUG 2024-08-11 09:25:51,857 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1722069292.8312552
DEBUG 2024-08-11 09:25:51,857 autoreload File D:\documents\.venv\Lib\site-packages\django\urls\conf.py first seen with mtime 1722069295.1664305
DEBUG 2024-08-11 09:25:51,858 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1722069295.1817253
DEBUG 2024-08-11 09:25:51,858 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,859 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\copyreg.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,859 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1722069294.5990024
DEBUG 2024-08-11 09:25:51,860 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1722069292.840824
DEBUG 2024-08-11 09:25:51,861 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1722069294.9380877
DEBUG 2024-08-11 09:25:51,863 autoreload File D:\documents\.venv\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1722069294.9796808
DEBUG 2024-08-11 09:25:51,863 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_common.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,863 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\autoreload.py first seen with mtime 1722069295.1747315
DEBUG 2024-08-11 09:25:51,864 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,864 autoreload File D:\documents\.venv\Lib\site-packages\charset_normalizer\legacy.py first seen with mtime 1717723197.3133698
DEBUG 2024-08-11 09:25:51,866 autoreload File D:\documents\.venv\Lib\site-packages\django\views\debug.py first seen with mtime 1722069295.2124314
DEBUG 2024-08-11 09:25:51,866 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\logging\config.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,866 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\postgres\__init__.py first seen with mtime 1722069294.0429237
DEBUG 2024-08-11 09:25:51,867 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_tasks.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,868 autoreload File D:\documents\.venv\Lib\site-packages\django\core\management\base.py first seen with mtime 1722069294.898913
DEBUG 2024-08-11 09:25:51,868 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\pkgutil.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,869 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1722069294.9404926
DEBUG 2024-08-11 09:25:51,869 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\tokenize.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,871 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\contrib\__init__.py first seen with mtime 1717723186.967349
DEBUG 2024-08-11 09:25:51,871 autoreload File D:\documents\.venv\Lib\site-packages\requests\_internal_utils.py first seen with mtime 1719886069.562257
DEBUG 2024-08-11 09:25:51,871 autoreload File D:\documents\.venv\Lib\site-packages\django\core\files\move.py first seen with mtime 1722069294.87812
DEBUG 2024-08-11 09:25:51,872 autoreload File D:\documents\.venv\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1722069294.9391398
DEBUG 2024-08-11 09:25:51,872 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\glob.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,872 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1722069292.6164227
DEBUG 2024-08-11 09:25:51,874 autoreload File D:\documents\.venv\Lib\site-packages\rest_framework\reverse.py first seen with mtime 1719886076.6249306
DEBUG 2024-08-11 09:25:51,874 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\crypto.py first seen with mtime 1722069295.1787152
DEBUG 2024-08-11 09:25:51,875 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\socket.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,876 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\__init__.py first seen with mtime 1722069295.0396554
DEBUG 2024-08-11 09:25:51,876 autoreload File D:\documents\.venv\Lib\site-packages\django\apps\__init__.py first seen with mtime 1722069291.5076485
DEBUG 2024-08-11 09:25:51,877 autoreload File D:\documents\.venv\Lib\site-packages\django\middleware\cache.py first seen with mtime 1722069295.124822
DEBUG 2024-08-11 09:25:51,878 autoreload File D:\documents\.venv\Lib\site-packages\psycopg2\_ipaddress.py first seen with mtime 1717723196.5619025
DEBUG 2024-08-11 09:25:51,878 autoreload File D:\documents\.venv\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1722069295.0159607
DEBUG 2024-08-11 09:25:51,879 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\_policybase.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,879 autoreload File D:\documents\.venv\Lib\site-packages\jwt\exceptions.py first seen with mtime 1722561370.318674
DEBUG 2024-08-11 09:25:51,881 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\urllib\response.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,881 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\email\utils.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,882 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\order\apps.py first seen with mtime 1719452405.0593045
DEBUG 2024-08-11 09:25:51,882 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\order\admin.py first seen with mtime 1722242610.9555192
DEBUG 2024-08-11 09:25:51,882 autoreload File D:\documents\.venv\Lib\site-packages\django\forms\forms.py first seen with mtime 1722069295.0416987
DEBUG 2024-08-11 09:25:51,883 autoreload File D:\documents\.venv\Lib\site-packages\urllib3\connection.py first seen with mtime 1717723186.9563339
DEBUG 2024-08-11 09:25:51,883 autoreload File D:\documents\PythonProjects\Ecommerce\ThuVien3Goc\ThuVien3Goc\__init__.py first seen with mtime 1719457945.3576066
DEBUG 2024-08-11 09:25:51,884 autoreload File D:\documents\.venv\Lib\site-packages\asgiref\__init__.py first seen with mtime 1717723197.829685
DEBUG 2024-08-11 09:25:51,884 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\proactor_events.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,885 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\heapq.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,885 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1722069293.056828
DEBUG 2024-08-11 09:25:51,887 autoreload File C:\Users\Admin\AppData\Local\Programs\Python\Python312\Lib\glob.py first seen with mtime 1707232218.0
DEBUG 2024-08-11 09:25:51,887 autoreload File D:\documents\.venv\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1722069291.9410992
DEBUG 2024-08-11 09:25:51,888 autoreload File D:\documents\.venv\Lib\site-packages\django\utils\dates.py first seen with mtime 1722069295.1817253
